user_id,experiment_name,experiment_group
1361,restriction_test,A
1362,restriction_test,A
1363,restriction_test,A
1364,restriction_test,A
1365,restriction_test,A
1366,restriction_test,A
1367,restriction_test,B
1368,restriction_test,A
1369,restriction_test,A
1370,restriction_test,A
1371,restriction_test,A
1372,restriction_test,A
1373,restriction_test,A
1374,restriction_test,A
1375,restriction_test,A
1376,restriction_test,A
1377,restriction_test,B
1378,restriction_test,A
1379,restriction_test,B
1380,restriction_test,A
1381,restriction_test,A
1382,restriction_test,B
1383,restriction_test,B
1384,restriction_test,B
1385,restriction_test,A
1386,restriction_test,A
1387,restriction_test,A
1388,restriction_test,A
1389,restriction_test,B
1390,restriction_test,B
1391,restriction_test,B
1392,restriction_test,B
1393,restriction_test,A
1394,restriction_test,A
1395,restriction_test,B
1396,restriction_test,B
1397,restriction_test,B
1398,restriction_test,B
1399,restriction_test,B
1400,restriction_test,A
1401,restriction_test,A
1402,restriction_test,A
1403,restriction_test,A
1404,restriction_test,B
1405,restriction_test,B
1406,restriction_test,A
1407,restriction_test,B
1408,restriction_test,A
1409,restriction_test,B
1410,restriction_test,A
1411,restriction_test,B
1412,restriction_test,B
1413,restriction_test,A
1414,restriction_test,B
1415,restriction_test,A
1416,restriction_test,A
1417,restriction_test,B
1418,restriction_test,A
1419,restriction_test,B
1420,restriction_test,B
1421,restriction_test,B
1422,restriction_test,B
1423,restriction_test,B
1424,restriction_test,A
1425,restriction_test,B
1426,restriction_test,A
1427,restriction_test,A
1428,restriction_test,B
1429,restriction_test,A
1430,restriction_test,B
1431,restriction_test,A
1432,restriction_test,A
1433,restriction_test,A
1434,restriction_test,A
1435,restriction_test,B
1436,restriction_test,A
1437,restriction_test,B
1438,restriction_test,A
1439,restriction_test,B
1440,restriction_test,A
1441,restriction_test,B
1442,restriction_test,B
1443,restriction_test,B
1444,restriction_test,B
1445,restriction_test,B
1446,restriction_test,B
1447,restriction_test,A
1448,restriction_test,A
1449,restriction_test,B
1450,restriction_test,B
1451,restriction_test,A
1452,restriction_test,B
1453,restriction_test,A
1454,restriction_test,B
1455,restriction_test,B
1456,restriction_test,A
1457,restriction_test,B
1458,restriction_test,A
1459,restriction_test,B
1460,restriction_test,B
1461,restriction_test,B
1462,restriction_test,A
1463,restriction_test,B
1464,restriction_test,A
1465,restriction_test,A
1466,restriction_test,A
1467,restriction_test,A
1468,restriction_test,B
1469,restriction_test,A
1470,restriction_test,A
1471,restriction_test,B
1472,restriction_test,B
1473,restriction_test,B
1474,restriction_test,B
1475,restriction_test,A
1476,restriction_test,A
1477,restriction_test,A
1478,restriction_test,B
1479,restriction_test,B
1480,restriction_test,A
1481,restriction_test,B
1482,restriction_test,A
1483,restriction_test,B
1484,restriction_test,B
1485,restriction_test,B
1486,restriction_test,A
1487,restriction_test,B
1488,restriction_test,B
1489,restriction_test,A
1490,restriction_test,A
1491,restriction_test,A
1492,restriction_test,B
1493,restriction_test,B
1494,restriction_test,A
1495,restriction_test,B
1496,restriction_test,A
1497,restriction_test,B
1498,restriction_test,B
1499,restriction_test,B
1500,restriction_test,A
1501,restriction_test,A
1502,restriction_test,B
1503,restriction_test,A
1504,restriction_test,A
1505,restriction_test,B
1506,restriction_test,B
1507,restriction_test,A
1508,restriction_test,A
1509,restriction_test,B
1510,restriction_test,B
1511,restriction_test,B
1512,restriction_test,B
1513,restriction_test,B
1514,restriction_test,A
1515,restriction_test,A
1516,restriction_test,A
1517,restriction_test,A
1518,restriction_test,A
1519,restriction_test,B
1520,restriction_test,B
1521,restriction_test,B
1522,restriction_test,B
1523,restriction_test,A
1524,restriction_test,A
1525,restriction_test,A
1526,restriction_test,B
1527,restriction_test,A
1528,restriction_test,B
1529,restriction_test,B
1530,restriction_test,A
1531,restriction_test,B
1532,restriction_test,A
1533,restriction_test,A
1534,restriction_test,B
1535,restriction_test,B
1536,restriction_test,B
1537,restriction_test,A
1538,restriction_test,A
1539,restriction_test,A
1540,restriction_test,A
1541,restriction_test,B
1542,restriction_test,B
1543,restriction_test,B
1544,restriction_test,A
1545,restriction_test,A
1546,restriction_test,A
1547,restriction_test,B
1548,restriction_test,B
1549,restriction_test,A
1550,restriction_test,B
1551,restriction_test,A
1552,restriction_test,A
1553,restriction_test,B
1554,restriction_test,A
1555,restriction_test,A
1556,restriction_test,B
1557,restriction_test,B
1558,restriction_test,A
1559,restriction_test,A
1560,restriction_test,B
1561,restriction_test,B
1562,restriction_test,A
1563,restriction_test,A
1564,restriction_test,B
1565,restriction_test,A
1566,restriction_test,A
1567,restriction_test,B
1568,restriction_test,A
1569,restriction_test,B
1570,restriction_test,B
1571,restriction_test,A
1572,restriction_test,B
1573,restriction_test,B
1574,restriction_test,B
1575,restriction_test,A
1576,restriction_test,B
1577,restriction_test,A
1578,restriction_test,B
1579,restriction_test,B
1580,restriction_test,B
1581,restriction_test,B
1582,restriction_test,B
1583,restriction_test,A
1584,restriction_test,A
1585,restriction_test,B
1586,restriction_test,B
1587,restriction_test,A
1588,restriction_test,B
1589,restriction_test,B
1590,restriction_test,A
1591,restriction_test,B
1592,restriction_test,A
1593,restriction_test,B
1594,restriction_test,A
1595,restriction_test,A
1596,restriction_test,A
1597,restriction_test,A
1598,restriction_test,B
1599,restriction_test,B
1600,restriction_test,A
1601,restriction_test,B
1602,restriction_test,B
1603,restriction_test,B
1604,restriction_test,B
1605,restriction_test,A
1606,restriction_test,B
1607,restriction_test,B
1608,restriction_test,B
1609,restriction_test,B
1610,restriction_test,B
1611,restriction_test,A
1612,restriction_test,B
1613,restriction_test,B
1614,restriction_test,B
1615,restriction_test,B
1616,restriction_test,A
1617,restriction_test,B
1618,restriction_test,B
1619,restriction_test,A
1620,restriction_test,B
1621,restriction_test,A
1622,restriction_test,B
1623,restriction_test,B
1624,restriction_test,A
1625,restriction_test,A
1626,restriction_test,A
1627,restriction_test,B
1628,restriction_test,B
1629,restriction_test,B
1630,restriction_test,A
1631,restriction_test,A
1632,restriction_test,B
1633,restriction_test,B
1634,restriction_test,A
1635,restriction_test,A
1636,restriction_test,B
1637,restriction_test,B
1638,restriction_test,B
1639,restriction_test,B
1640,restriction_test,A
1641,restriction_test,B
1642,restriction_test,A
1643,restriction_test,B
1644,restriction_test,B
1645,restriction_test,B
1646,restriction_test,A
1647,restriction_test,B
1648,restriction_test,A
1649,restriction_test,B
1650,restriction_test,B
1651,restriction_test,A
1652,restriction_test,B
1653,restriction_test,A
1654,restriction_test,A
1655,restriction_test,A
1656,restriction_test,B
1657,restriction_test,B
1658,restriction_test,A
1659,restriction_test,B
1660,restriction_test,B
1661,restriction_test,B
1662,restriction_test,A
1663,restriction_test,A
1664,restriction_test,B
1665,restriction_test,A
1666,restriction_test,B
1667,restriction_test,B
1668,restriction_test,B
1669,restriction_test,B
1670,restriction_test,B
1671,restriction_test,B
1672,restriction_test,A
1673,restriction_test,B
1674,restriction_test,A
1675,restriction_test,A
1676,restriction_test,B
1677,restriction_test,A
1678,restriction_test,B
1679,restriction_test,A
1680,restriction_test,B
1681,restriction_test,B
1682,restriction_test,A
1683,restriction_test,B
1684,restriction_test,B
1685,restriction_test,A
1686,restriction_test,B
1687,restriction_test,A
1688,restriction_test,B
1689,restriction_test,B
1690,restriction_test,A
1691,restriction_test,B
1692,restriction_test,A
1693,restriction_test,A
1694,restriction_test,A
1695,restriction_test,B
1696,restriction_test,A
1697,restriction_test,A
1698,restriction_test,B
1699,restriction_test,A
1700,restriction_test,B
1701,restriction_test,A
1702,restriction_test,B
1703,restriction_test,B
1704,restriction_test,B
1705,restriction_test,B
1706,restriction_test,B
1707,restriction_test,B
1708,restriction_test,A
1709,restriction_test,A
1710,restriction_test,B
1711,restriction_test,A
1712,restriction_test,B
1713,restriction_test,A
1714,restriction_test,B
1715,restriction_test,A
1716,restriction_test,A
1717,restriction_test,B
1718,restriction_test,A
1719,restriction_test,B
1720,restriction_test,B
1721,restriction_test,A
1722,restriction_test,A
1723,restriction_test,A
1724,restriction_test,B
1725,restriction_test,A
1726,restriction_test,A
1727,restriction_test,A
1728,restriction_test,A
1729,restriction_test,A
1730,restriction_test,A
1731,restriction_test,B
1732,restriction_test,A
1733,restriction_test,B
1734,restriction_test,B
1735,restriction_test,A
1736,restriction_test,B
1737,restriction_test,A
1738,restriction_test,B
1739,restriction_test,A
1740,restriction_test,B
1741,restriction_test,A
1742,restriction_test,A
1743,restriction_test,A
1744,restriction_test,B
1745,restriction_test,A
1746,restriction_test,B
1747,restriction_test,A
1748,restriction_test,A
1749,restriction_test,B
1750,restriction_test,A
1751,restriction_test,B
1752,restriction_test,A
1753,restriction_test,B
1754,restriction_test,B
1755,restriction_test,A
1756,restriction_test,A
1757,restriction_test,B
1758,restriction_test,A
1759,restriction_test,B
1760,restriction_test,B
1761,restriction_test,A
1762,restriction_test,B
1763,restriction_test,B
1764,restriction_test,B
1765,restriction_test,A
1766,restriction_test,A
1767,restriction_test,A
1768,restriction_test,A
1769,restriction_test,B
1770,restriction_test,A
1771,restriction_test,A
1772,restriction_test,A
1773,restriction_test,A
1774,restriction_test,A
1775,restriction_test,B
1776,restriction_test,A
1777,restriction_test,A
1778,restriction_test,A
1779,restriction_test,A
1780,restriction_test,B
1781,restriction_test,A
1782,restriction_test,B
1783,restriction_test,A
1784,restriction_test,B
1785,restriction_test,A
1786,restriction_test,B
1787,restriction_test,B
1788,restriction_test,A
1789,restriction_test,B
1790,restriction_test,B
1791,restriction_test,A
1792,restriction_test,B
1793,restriction_test,A
1794,restriction_test,B
1795,restriction_test,A
1796,restriction_test,B
1797,restriction_test,B
1798,restriction_test,B
1799,restriction_test,B
1800,restriction_test,B
1801,restriction_test,A
1802,restriction_test,A
1803,restriction_test,B
1804,restriction_test,B
1805,restriction_test,B
1806,restriction_test,B
1807,restriction_test,B
1808,restriction_test,B
1809,restriction_test,B
1810,restriction_test,A
1811,restriction_test,B
1812,restriction_test,B
1813,restriction_test,A
1814,restriction_test,A
1815,restriction_test,A
1816,restriction_test,A
1817,restriction_test,B
1818,restriction_test,B
1819,restriction_test,A
1820,restriction_test,B
1821,restriction_test,B
1822,restriction_test,A
1823,restriction_test,B
1824,restriction_test,B
1825,restriction_test,B
1826,restriction_test,B
1827,restriction_test,A
1828,restriction_test,A
1829,restriction_test,B
1830,restriction_test,B
1831,restriction_test,B
1832,restriction_test,B
1833,restriction_test,A
1834,restriction_test,B
1835,restriction_test,A
1836,restriction_test,B
1837,restriction_test,B
1838,restriction_test,B
1839,restriction_test,A
1840,restriction_test,A
1841,restriction_test,B
1842,restriction_test,B
1843,restriction_test,A
1844,restriction_test,B
1845,restriction_test,B
1846,restriction_test,A
1847,restriction_test,A
1848,restriction_test,A
1849,restriction_test,B
1850,restriction_test,B
1851,restriction_test,B
1852,restriction_test,B
1853,restriction_test,B
1854,restriction_test,A
1855,restriction_test,A
1856,restriction_test,B
1857,restriction_test,B
1858,restriction_test,B
1859,restriction_test,B
1860,restriction_test,A
1861,restriction_test,B
1862,restriction_test,B
1863,restriction_test,A
1864,restriction_test,B
1865,restriction_test,B
1866,restriction_test,B
1867,restriction_test,B
1868,restriction_test,A
1869,restriction_test,B
1870,restriction_test,B
1871,restriction_test,B
1872,restriction_test,B
1873,restriction_test,A
1874,restriction_test,A
1875,restriction_test,B
1876,restriction_test,B
1877,restriction_test,A
1878,restriction_test,B
1879,restriction_test,A
1880,restriction_test,B
1881,restriction_test,A
1882,restriction_test,B
1883,restriction_test,B
1884,restriction_test,B
1885,restriction_test,A
1886,restriction_test,B
1887,restriction_test,B
1888,restriction_test,A
1889,restriction_test,B
1890,restriction_test,A
1891,restriction_test,B
1892,restriction_test,B
1893,restriction_test,A
1894,restriction_test,B
1895,restriction_test,A
1896,restriction_test,A
1897,restriction_test,A
1898,restriction_test,A
1899,restriction_test,A
1900,restriction_test,A
1901,restriction_test,B
1902,restriction_test,B
1903,restriction_test,A
1904,restriction_test,A
1905,restriction_test,A
1906,restriction_test,B
1907,restriction_test,B
1908,restriction_test,A
1909,restriction_test,A
1910,restriction_test,A
1911,restriction_test,A
1912,restriction_test,B
1913,restriction_test,A
1914,restriction_test,B
1915,restriction_test,B
1916,restriction_test,A
1917,restriction_test,A
1918,restriction_test,A
1919,restriction_test,A
1920,restriction_test,B
1921,restriction_test,B
1922,restriction_test,B
1923,restriction_test,A
1924,restriction_test,B
1925,restriction_test,A
1926,restriction_test,A
1927,restriction_test,A
1928,restriction_test,B
1929,restriction_test,A
1930,restriction_test,A
1931,restriction_test,A
1932,restriction_test,B
1933,restriction_test,B
1934,restriction_test,A
1935,restriction_test,B
1936,restriction_test,B
1937,restriction_test,B
1938,restriction_test,A
1939,restriction_test,B
1940,restriction_test,A
1941,restriction_test,B
1942,restriction_test,B
1943,restriction_test,B
1944,restriction_test,A
1945,restriction_test,A
1946,restriction_test,B
1947,restriction_test,A
1948,restriction_test,B
1949,restriction_test,B
1950,restriction_test,B
1951,restriction_test,B
1952,restriction_test,A
1953,restriction_test,A
1954,restriction_test,A
1955,restriction_test,A
1956,restriction_test,B
1957,restriction_test,A
1958,restriction_test,A
1959,restriction_test,A
1960,restriction_test,A
1961,restriction_test,B
1962,restriction_test,A
1963,restriction_test,A
1964,restriction_test,B
1965,restriction_test,B
1966,restriction_test,B
1967,restriction_test,B
1968,restriction_test,A
1969,restriction_test,B
1970,restriction_test,B
1971,restriction_test,B
1972,restriction_test,A
1973,restriction_test,A
1974,restriction_test,A
1975,restriction_test,A
1976,restriction_test,A
1977,restriction_test,B
1978,restriction_test,A
1979,restriction_test,A
1980,restriction_test,A
1981,restriction_test,B
1982,restriction_test,B
1983,restriction_test,B
1984,restriction_test,B
1985,restriction_test,A
1986,restriction_test,B
1987,restriction_test,B
1988,restriction_test,B
1989,restriction_test,A
1990,restriction_test,A
1991,restriction_test,A
1992,restriction_test,B
1993,restriction_test,A
1994,restriction_test,A
1995,restriction_test,B
1996,restriction_test,A
1997,restriction_test,A
1998,restriction_test,B
1999,restriction_test,A
2000,restriction_test,A
2001,restriction_test,A
2002,restriction_test,A
2003,restriction_test,B
2004,restriction_test,B
2005,restriction_test,A
2006,restriction_test,A
2007,restriction_test,B
2008,restriction_test,A
2009,restriction_test,A
2010,restriction_test,B
2011,restriction_test,A
2012,restriction_test,A
2013,restriction_test,A
2014,restriction_test,B
2015,restriction_test,A
2016,restriction_test,B
2017,restriction_test,A
2018,restriction_test,A
2019,restriction_test,B
2020,restriction_test,A
2021,restriction_test,B
2022,restriction_test,B
2023,restriction_test,B
2024,restriction_test,A
2025,restriction_test,B
2026,restriction_test,A
2027,restriction_test,B
2028,restriction_test,B
2029,restriction_test,B
2030,restriction_test,A
2031,restriction_test,A
2032,restriction_test,B
2033,restriction_test,B
2034,restriction_test,B
2035,restriction_test,A
2036,restriction_test,A
2037,restriction_test,A
2038,restriction_test,A
2039,restriction_test,A
2040,restriction_test,A
2041,restriction_test,B
2042,restriction_test,B
2043,restriction_test,B
2044,restriction_test,B
2045,restriction_test,A
2046,restriction_test,B
2047,restriction_test,A
2048,restriction_test,B
2049,restriction_test,B
2050,restriction_test,B
2051,restriction_test,B
2052,restriction_test,B
2053,restriction_test,B
2054,restriction_test,B
2055,restriction_test,A
2056,restriction_test,B
2057,restriction_test,B
2058,restriction_test,B
2059,restriction_test,B
2060,restriction_test,B
2061,restriction_test,A
2062,restriction_test,B
2063,restriction_test,A
2064,restriction_test,A
2065,restriction_test,A
2066,restriction_test,A
2067,restriction_test,B
2068,restriction_test,B
2069,restriction_test,B
2070,restriction_test,A
2071,restriction_test,B
2072,restriction_test,B
2073,restriction_test,B
2074,restriction_test,B
2075,restriction_test,B
2076,restriction_test,A
2077,restriction_test,A
2078,restriction_test,A
2079,restriction_test,B
2080,restriction_test,B
2081,restriction_test,A
2082,restriction_test,B
2083,restriction_test,B
2084,restriction_test,B
2085,restriction_test,B
2086,restriction_test,B
2087,restriction_test,A
2088,restriction_test,A
2089,restriction_test,B
2090,restriction_test,B
2091,restriction_test,B
2092,restriction_test,A
2093,restriction_test,A
2094,restriction_test,A
2095,restriction_test,A
2096,restriction_test,B
2097,restriction_test,A
2098,restriction_test,A
2099,restriction_test,B
2100,restriction_test,A
2101,restriction_test,B
2102,restriction_test,A
2103,restriction_test,B
2104,restriction_test,A
2105,restriction_test,B
2106,restriction_test,B
2107,restriction_test,B
2108,restriction_test,A
2109,restriction_test,A
2110,restriction_test,B
2111,restriction_test,A
2112,restriction_test,A
2113,restriction_test,B
2114,restriction_test,A
2115,restriction_test,B
2116,restriction_test,B
2117,restriction_test,A
2118,restriction_test,B
2119,restriction_test,A
2120,restriction_test,B
2121,restriction_test,B
2122,restriction_test,B
2123,restriction_test,A
2124,restriction_test,A
2125,restriction_test,B
2126,restriction_test,B
2127,restriction_test,A
2128,restriction_test,B
2129,restriction_test,B
2130,restriction_test,A
2131,restriction_test,B
2132,restriction_test,B
2133,restriction_test,A
2134,restriction_test,A
2135,restriction_test,B
2136,restriction_test,A
2137,restriction_test,B
2138,restriction_test,A
2139,restriction_test,B
2140,restriction_test,B
2141,restriction_test,B
2142,restriction_test,A
2143,restriction_test,A
2144,restriction_test,A
2145,restriction_test,B
2146,restriction_test,A
2147,restriction_test,A
2148,restriction_test,A
2149,restriction_test,A
2150,restriction_test,B
2151,restriction_test,A
2152,restriction_test,A
2153,restriction_test,B
2154,restriction_test,B
2155,restriction_test,A
2156,restriction_test,A
2157,restriction_test,B
2158,restriction_test,B
2159,restriction_test,A
2160,restriction_test,A
2161,restriction_test,A
2162,restriction_test,A
2163,restriction_test,B
2164,restriction_test,B
2165,restriction_test,B
2166,restriction_test,B
2167,restriction_test,A
2168,restriction_test,B
2169,restriction_test,B
2170,restriction_test,A
2171,restriction_test,B
2172,restriction_test,B
2173,restriction_test,A
2174,restriction_test,B
2175,restriction_test,B
2176,restriction_test,A
2177,restriction_test,A
2178,restriction_test,A
2179,restriction_test,B
2180,restriction_test,B
2181,restriction_test,B
2182,restriction_test,A
2183,restriction_test,B
2184,restriction_test,B
2185,restriction_test,A
2186,restriction_test,A
2187,restriction_test,B
2188,restriction_test,A
2189,restriction_test,A
2190,restriction_test,A
2191,restriction_test,A
2192,restriction_test,B
2193,restriction_test,B
2194,restriction_test,A
2195,restriction_test,B
2196,restriction_test,A
2197,restriction_test,A
2198,restriction_test,A
2199,restriction_test,A
2200,restriction_test,A
2201,restriction_test,A
2202,restriction_test,B
2203,restriction_test,B
2204,restriction_test,A
2205,restriction_test,B
2206,restriction_test,A
2207,restriction_test,B
2208,restriction_test,B
2209,restriction_test,B
2210,restriction_test,A
2211,restriction_test,B
2212,restriction_test,A
2213,restriction_test,A
2214,restriction_test,A
2215,restriction_test,B
2216,restriction_test,A
2217,restriction_test,B
2218,restriction_test,B
2219,restriction_test,B
2220,restriction_test,A
2221,restriction_test,A
2222,restriction_test,B
2223,restriction_test,A
2224,restriction_test,B
2225,restriction_test,A
2226,restriction_test,B
2227,restriction_test,A
2228,restriction_test,B
2229,restriction_test,A
2230,restriction_test,A
2231,restriction_test,B
2232,restriction_test,A
2233,restriction_test,B
2234,restriction_test,A
2235,restriction_test,B
2236,restriction_test,B
2237,restriction_test,A
2238,restriction_test,B
2239,restriction_test,B
2240,restriction_test,A
2241,restriction_test,B
2242,restriction_test,A
2243,restriction_test,B
2244,restriction_test,A
2245,restriction_test,B
2246,restriction_test,B
2247,restriction_test,A
2248,restriction_test,B
2249,restriction_test,B
2250,restriction_test,B
2251,restriction_test,B
2252,restriction_test,B
2253,restriction_test,B
2254,restriction_test,B
2255,restriction_test,B
2256,restriction_test,B
2257,restriction_test,B
2258,restriction_test,A
2259,restriction_test,A
2260,restriction_test,A
2261,restriction_test,A
2262,restriction_test,A
2263,restriction_test,B
2264,restriction_test,B
2265,restriction_test,B
2266,restriction_test,A
2267,restriction_test,A
2268,restriction_test,B
2269,restriction_test,B
2270,restriction_test,B
2271,restriction_test,B
2272,restriction_test,A
2273,restriction_test,A
2274,restriction_test,A
2275,restriction_test,A
2276,restriction_test,B
2277,restriction_test,B
2278,restriction_test,B
2279,restriction_test,B
2280,restriction_test,A
2281,restriction_test,B
2282,restriction_test,B
2283,restriction_test,A
2284,restriction_test,B
2285,restriction_test,B
2286,restriction_test,A
2287,restriction_test,A
2288,restriction_test,B
2289,restriction_test,A
2290,restriction_test,B
2291,restriction_test,B
2292,restriction_test,B
2293,restriction_test,A
2294,restriction_test,B
2295,restriction_test,B
2296,restriction_test,B
2297,restriction_test,B
2298,restriction_test,B
2299,restriction_test,B
2300,restriction_test,A
2301,restriction_test,A
2302,restriction_test,A
2303,restriction_test,A
2304,restriction_test,B
2305,restriction_test,B
2306,restriction_test,A
2307,restriction_test,A
2308,restriction_test,A
2309,restriction_test,A
2310,restriction_test,B
2311,restriction_test,A
2312,restriction_test,B
2313,restriction_test,B
2314,restriction_test,B
2315,restriction_test,A
2316,restriction_test,A
2317,restriction_test,A
2318,restriction_test,B
2319,restriction_test,A
2320,restriction_test,B
2321,restriction_test,B
2322,restriction_test,B
2323,restriction_test,B
2324,restriction_test,A
2325,restriction_test,B
2326,restriction_test,B
2327,restriction_test,B
2328,restriction_test,B
2329,restriction_test,A
2330,restriction_test,B
2331,restriction_test,B
2332,restriction_test,B
2333,restriction_test,A
2334,restriction_test,A
2335,restriction_test,A
2336,restriction_test,B
2337,restriction_test,A
2338,restriction_test,B
2339,restriction_test,A
2340,restriction_test,A
2341,restriction_test,B
2342,restriction_test,A
2343,restriction_test,A
2344,restriction_test,B
2345,restriction_test,B
2346,restriction_test,B
2347,restriction_test,A
2348,restriction_test,B
2349,restriction_test,B
2350,restriction_test,A
2351,restriction_test,B
2352,restriction_test,A
2353,restriction_test,B
2354,restriction_test,B
2355,restriction_test,B
2356,restriction_test,A
2357,restriction_test,B
2358,restriction_test,B
2359,restriction_test,A
2360,restriction_test,B
2361,restriction_test,B
2362,restriction_test,A
2363,restriction_test,A
2364,restriction_test,B
2365,restriction_test,B
2366,restriction_test,A
2367,restriction_test,A
2368,restriction_test,A
2369,restriction_test,B
2370,restriction_test,B
2371,restriction_test,A
2372,restriction_test,A
2373,restriction_test,B
2374,restriction_test,B
2375,restriction_test,A
2376,restriction_test,A
2377,restriction_test,A
2378,restriction_test,A
2379,restriction_test,B
2380,restriction_test,A
2381,restriction_test,B
2382,restriction_test,A
2383,restriction_test,A
2384,restriction_test,B
2385,restriction_test,A
2386,restriction_test,A
2387,restriction_test,B
2388,restriction_test,A
2389,restriction_test,B
2390,restriction_test,B
2391,restriction_test,B
2392,restriction_test,B
2393,restriction_test,A
2394,restriction_test,B
2395,restriction_test,B
2396,restriction_test,B
2397,restriction_test,A
2398,restriction_test,B
2399,restriction_test,B
2400,restriction_test,A
2401,restriction_test,B
2402,restriction_test,A
2403,restriction_test,B
2404,restriction_test,A
2405,restriction_test,B
2406,restriction_test,A
2407,restriction_test,A
2408,restriction_test,B
2409,restriction_test,A
2410,restriction_test,A
2411,restriction_test,B
2412,restriction_test,A
2413,restriction_test,A
2414,restriction_test,A
2415,restriction_test,A
2416,restriction_test,A
2417,restriction_test,A
2418,restriction_test,B
2419,restriction_test,A
2420,restriction_test,A
2421,restriction_test,A
2422,restriction_test,B
2423,restriction_test,B
2424,restriction_test,A
2425,restriction_test,B
2426,restriction_test,A
2427,restriction_test,B
2428,restriction_test,B
2429,restriction_test,B
2430,restriction_test,B
2431,restriction_test,A
2432,restriction_test,A
2433,restriction_test,A
2434,restriction_test,B
2435,restriction_test,A
2436,restriction_test,B
2437,restriction_test,A
2438,restriction_test,B
2439,restriction_test,A
2440,restriction_test,A
2441,restriction_test,A
2442,restriction_test,A
2443,restriction_test,A
2444,restriction_test,B
2445,restriction_test,B
2446,restriction_test,A
2447,restriction_test,B
2448,restriction_test,A
2449,restriction_test,B
2450,restriction_test,A
2451,restriction_test,A
2452,restriction_test,A
2453,restriction_test,A
2454,restriction_test,B
2455,restriction_test,B
2456,restriction_test,B
2457,restriction_test,B
2458,restriction_test,A
2459,restriction_test,B
2460,restriction_test,B
2461,restriction_test,A
2462,restriction_test,B
2463,restriction_test,A
2464,restriction_test,B
2465,restriction_test,B
2466,restriction_test,A
2467,restriction_test,A
2468,restriction_test,B
2469,restriction_test,A
2470,restriction_test,A
2471,restriction_test,B
2472,restriction_test,B
2473,restriction_test,B
2474,restriction_test,B
2475,restriction_test,B
2476,restriction_test,B
2477,restriction_test,B
2478,restriction_test,A
2479,restriction_test,B
2480,restriction_test,B
2481,restriction_test,B
2482,restriction_test,B
2483,restriction_test,A
2484,restriction_test,B
2485,restriction_test,A
2486,restriction_test,B
2487,restriction_test,B
2488,restriction_test,A
2489,restriction_test,A
2490,restriction_test,A
2491,restriction_test,A
2492,restriction_test,B
2493,restriction_test,B
2494,restriction_test,A
2495,restriction_test,B
2496,restriction_test,B
2497,restriction_test,B
2498,restriction_test,A
2499,restriction_test,B
2500,restriction_test,B
2501,restriction_test,B
2502,restriction_test,B
2503,restriction_test,A
2504,restriction_test,B
2505,restriction_test,A
2506,restriction_test,B
2507,restriction_test,A
2508,restriction_test,A
2509,restriction_test,B
2510,restriction_test,B
2511,restriction_test,A
2512,restriction_test,B
2513,restriction_test,B
2514,restriction_test,B
2515,restriction_test,A
2516,restriction_test,B
2517,restriction_test,A
2518,restriction_test,B
2519,restriction_test,B
2520,restriction_test,A
2521,restriction_test,B
2522,restriction_test,A
2523,restriction_test,A
2524,restriction_test,B
2525,restriction_test,A
2526,restriction_test,B
2527,restriction_test,B
2528,restriction_test,B
2529,restriction_test,B
2530,restriction_test,A
2531,restriction_test,A
2532,restriction_test,B
2533,restriction_test,A
2534,restriction_test,A
2535,restriction_test,A
2536,restriction_test,B
2537,restriction_test,A
2538,restriction_test,B
2539,restriction_test,B
2540,restriction_test,A
2541,restriction_test,B
2542,restriction_test,A
2543,restriction_test,B
2544,restriction_test,B
2545,restriction_test,A
2546,restriction_test,A
2547,restriction_test,A
2548,restriction_test,B
2549,restriction_test,B
2550,restriction_test,A
2551,restriction_test,A
2552,restriction_test,B
2553,restriction_test,B
2554,restriction_test,A
2555,restriction_test,B
2556,restriction_test,A
2557,restriction_test,A
2558,restriction_test,A
2559,restriction_test,A
2560,restriction_test,A
2561,restriction_test,B
2562,restriction_test,B
2563,restriction_test,B
2564,restriction_test,B
2565,restriction_test,A
2566,restriction_test,A
2567,restriction_test,B
2568,restriction_test,B
2569,restriction_test,A
2570,restriction_test,B
2571,restriction_test,A
2572,restriction_test,B
2573,restriction_test,B
2574,restriction_test,A
2575,restriction_test,B
2576,restriction_test,B
2577,restriction_test,A
2578,restriction_test,A
2579,restriction_test,B
2580,restriction_test,A
2581,restriction_test,A
2582,restriction_test,B
2583,restriction_test,A
2584,restriction_test,A
2585,restriction_test,A
2586,restriction_test,B
2587,restriction_test,B
2588,restriction_test,A
2589,restriction_test,B
2590,restriction_test,B
2591,restriction_test,A
2592,restriction_test,B
2593,restriction_test,B
2594,restriction_test,A
2595,restriction_test,A
2596,restriction_test,B
2597,restriction_test,A
2598,restriction_test,B
2599,restriction_test,A
2600,restriction_test,B
2601,restriction_test,A
2602,restriction_test,A
2603,restriction_test,A
2604,restriction_test,B
2605,restriction_test,B
2606,restriction_test,B
2607,restriction_test,A
2608,restriction_test,B
2609,restriction_test,A
2610,restriction_test,A
2611,restriction_test,A
2612,restriction_test,A
2613,restriction_test,B
2614,restriction_test,B
2615,restriction_test,B
2616,restriction_test,A
2617,restriction_test,B
2618,restriction_test,B
2619,restriction_test,B
2620,restriction_test,A
2621,restriction_test,B
2622,restriction_test,A
2623,restriction_test,A
2624,restriction_test,B
2625,restriction_test,A
2626,restriction_test,A
2627,restriction_test,A
2628,restriction_test,A
2629,restriction_test,B
2630,restriction_test,B
2631,restriction_test,A
