event_id,user_id,event_time,event_type,device_type,geo_location
14599,949,2025-01-30 15:00:00,apply,web,US
14600,949,2025-01-31 19:00:00,JOB_VIEW, WEB, US
14601,949,2025-02-01 09:00:00,login,,India
14602,949,,job_view,mobile,US
14603,949,2025-02-03 16:00:00,JOB_VIEW,,India 
14604,949,2025-02-05 08:00:00,login,Mobile ,UK
14605,949,2025-02-07 01:00:00,LOGIN,mobile,
14606,949,2025-02-08 15:00:00,JOB_VIEW,web,US
14607,949,2025-02-10 03:00:00,login,web,
14608,949,2025-02-11 15:00:00,login,web,US
14609,949,2025-02-12 05:00:00,login,,UK
14610,949,2025-02-12 08:00:00,JOB_VIEW,, US
14611,949,2025-02-14 06:00:00,job_view,Mobile , US
14612,950,2025-02-09 00:00:00,signup,Mobile ,US
14613,950,2025-02-10 23:00:00,apply,web,US
14614,950,2025-02-12 19:00:00,login,web,India 
14615,950,2025-02-14 17:00:00,job_view,Mobile ,
14616,950,2025-02-15 22:00:00,LOGOUT,Mobile ,India 
14617,950,2025-02-16 16:00:00,apply,,US
14618,950,2025-02-18 00:00:00,LOGOUT,web,US
14619,950,2025-02-18 04:00:00,apply,,UK
14620,950,2025-02-18 08:00:00,LOGIN,web,UK
14621,950,2025-02-18 09:00:00,LOGIN,Mobile ,UK
14622,950,2025-02-19 20:00:00,job_view,mobile,US
14623,950,2025-02-20 11:00:00,LOGOUT,mobile,India
14624,950,2025-02-22 03:00:00,JOB_VIEW,, US
14625,950,2025-02-22 10:00:00,job_view,web, US
14626,950,2025-02-22 15:00:00,LOGIN, WEB, US
14627,950,2025-02-23 01:00:00,JOB_VIEW,,
14628,951,2025-02-10 00:00:00,signup, WEB,US
14629,951,2025-02-11 10:00:00,login,web,India
14630,951,2025-02-12 11:00:00,job_view,web,UK
14631,951,2025-02-13 11:00:00,LOGIN,mobile,
14632,951,2025-02-15 03:00:00,LOGIN,mobile, US
14633,951,2025-02-16 01:00:00,JOB_VIEW,Mobile ,US
14634,952,2025-02-01 00:00:00,signup,mobile, US
14635,952,,login,web,UK
14636,952,2025-02-03 15:00:00,job_view,, US
14637,952,2025-02-05 14:00:00,logout,web,India
14638,952,2025-02-07 02:00:00,login, WEB,UK
14639,952,2025-02-08 20:00:00,apply,Mobile ,UK
14640,952,2025-02-10 14:00:00,job_view,web, US
14641,952,2025-02-11 18:00:00,apply,web,UK
14642,952,2025-02-12 21:00:00,job_view, WEB,
14643,952,2025-02-13 01:00:00,login,Mobile ,
14644,952,2025-02-14 09:00:00,job_view,mobile,UK
14645,952,2025-02-14 23:00:00,job_view,web,UK
14646,952,2025-02-16 18:00:00,LOGIN,web,India 
14647,952,2025-02-17 08:00:00,LOGIN,Mobile ,UK
14648,952,2025-02-18 07:00:00,login,web,US
14649,952,2025-02-20 05:00:00,LOGIN, WEB,India
14650,952,2025-02-21 15:00:00,LOGIN,Mobile ,
14651,952,2025-02-23 12:00:00,login,web,India
14652,952,2025-02-24 23:00:00,login,mobile, US
14653,952,2025-02-26 08:00:00,login,web,US
14654,952,2025-02-27 02:00:00,logout,mobile,US
14655,952,2025-02-27 05:00:00,login,web,
14656,952,2025-02-27 21:00:00,job_view, WEB,UK
14657,952,2025-02-28 01:00:00,login,Mobile ,
14658,952,2025-03-01 21:00:00,JOB_VIEW,mobile, US
14659,953,2025-01-28 00:00:00,signup,Mobile ,
14660,953,2025-01-29 07:00:00,APPLY, WEB,India
14661,953,2025-01-31 01:00:00,logout,Mobile ,UK
14662,953,2025-01-31 23:00:00,apply,Mobile ,US
14663,953,2025-02-01 08:00:00,job_view, WEB,India 
14664,953,2025-02-01 22:00:00,login, WEB,US
14665,953,2025-02-03 10:00:00,LOGIN,,India 
14666,953,2025-02-05 03:00:00,login,Mobile , US
14667,953,2025-02-06 05:00:00,logout,mobile,India
14668,953,2025-02-06 18:00:00,job_view,mobile,US
14669,953,2025-02-08 17:00:00,login,,US
14670,953,2025-02-10 09:00:00,JOB_VIEW,mobile, US
14671,953,2025-02-11 14:00:00,apply,web,
14672,953,2025-02-12 23:00:00,job_view,mobile, US
14673,953,2025-02-13 15:00:00,apply,, US
14674,953,2025-02-14 06:00:00,apply,, US
14675,953,2025-02-14 11:00:00,job_view, WEB,US
14676,953,2025-02-15 06:00:00,job_view, WEB,US
14677,953,,logout,mobile,UK
14678,953,2025-02-17 18:00:00,LOGIN,Mobile ,India 
14679,953,2025-02-18 22:00:00,login,Mobile ,India 
14680,954,2025-02-08 00:00:00,signup,Mobile , US
14681,954,2025-02-09 15:00:00,job_view,web,UK
14682,954,2025-02-11 13:00:00,job_view,mobile,US
14683,954,2025-02-13 03:00:00,apply,mobile,India 
14684,954,,logout, WEB,India
14685,954,,apply, WEB, US
14686,954,2025-02-15 06:00:00,LOGIN,,UK
14687,954,2025-02-16 19:00:00,login,, US
14688,954,2025-02-18 18:00:00,login, WEB, US
14689,954,2025-02-19 06:00:00,login,mobile,
14690,954,2025-02-19 20:00:00,login,,UK
14691,954,2025-02-20 15:00:00,login,mobile,India
14692,954,2025-02-21 18:00:00,login,Mobile ,
14693,954,2025-02-23 17:00:00,JOB_VIEW,, US
14694,954,2025-02-24 07:00:00,login, WEB, US
14695,954,2025-02-25 21:00:00,apply,web,US
14696,954,,APPLY,Mobile , US
14697,954,2025-02-27 22:00:00,APPLY,,India
14698,954,2025-02-28 11:00:00,login,web,UK
14699,955,2025-02-19 00:00:00,signup,mobile,India 
14700,955,2025-02-20 13:00:00,apply,mobile, US
14701,955,2025-02-21 16:00:00,logout,web,
14702,955,2025-02-22 04:00:00,job_view,web, US
14703,955,2025-02-22 21:00:00,JOB_VIEW, WEB,US
14704,955,2025-02-24 13:00:00,LOGIN,Mobile ,India 
14705,956,2025-02-24 00:00:00,SIGNUP,mobile,India
14706,956,2025-02-24 04:00:00,job_view,web,India 
14707,956,2025-02-25 18:00:00,apply,mobile,India 
14708,956,2025-02-27 06:00:00,login,,India
14709,956,2025-02-28 06:00:00,JOB_VIEW,Mobile ,India 
14710,956,2025-03-01 01:00:00,APPLY,Mobile ,
14711,956,2025-03-02 00:00:00,JOB_VIEW,Mobile ,US
14712,956,2025-03-03 20:00:00,login,,India
14713,956,2025-03-04 18:00:00,JOB_VIEW,,
14714,956,2025-03-05 05:00:00,login,Mobile ,India
14715,956,2025-03-06 10:00:00,apply,web,US
14716,956,2025-03-07 14:00:00,job_view,Mobile ,India 
14717,956,2025-03-08 23:00:00,JOB_VIEW,Mobile ,US
14718,956,2025-03-09 05:00:00,JOB_VIEW,Mobile ,UK
14719,956,2025-03-09 22:00:00,logout,web, US
14720,956,2025-03-10 03:00:00,APPLY,web,India
14721,956,2025-03-11 11:00:00,job_view, WEB,India
14722,956,2025-03-11 22:00:00,logout,mobile, US
14723,956,2025-03-13 05:00:00,job_view, WEB,India 
14724,956,2025-03-13 06:00:00,APPLY,mobile,India 
14725,956,,login, WEB, US
14726,956,2025-03-14 10:00:00,login, WEB, US
14727,956,2025-03-16 09:00:00,logout,web, US
14728,956,2025-03-16 13:00:00,LOGIN,,US
14729,957,2025-01-12 00:00:00,SIGNUP, WEB, US
14730,957,2025-01-13 13:00:00,login,,India 
14731,957,2025-01-13 17:00:00,job_view,web,US
14732,957,2025-01-14 21:00:00,job_view,mobile,US
14733,957,2025-01-16 15:00:00,login,,India
14734,957,,login,web,UK
14735,957,2025-01-19 16:00:00,login,web,
14736,957,2025-01-20 22:00:00,logout,web,India 
14737,957,2025-01-21 09:00:00,job_view, WEB,UK
14738,957,2025-01-22 04:00:00,JOB_VIEW,,India 
14739,957,2025-01-22 13:00:00,JOB_VIEW,, US
14740,957,2025-01-23 10:00:00,LOGOUT,Mobile ,UK
14741,957,2025-01-24 13:00:00,job_view,mobile,India 
14742,957,2025-01-25 06:00:00,JOB_VIEW,,India
14743,957,,job_view,Mobile , US
14744,957,2025-01-28 21:00:00,job_view,,India 
14745,957,2025-01-30 05:00:00,logout, WEB,UK
14746,957,2025-01-31 18:00:00,login, WEB,US
14747,957,2025-02-02 11:00:00,logout,web,
14748,957,2025-02-03 02:00:00,JOB_VIEW,mobile,
14749,957,2025-02-03 19:00:00,JOB_VIEW, WEB,India 
14750,957,2025-02-05 11:00:00,logout,mobile,US
14751,957,2025-02-05 12:00:00,apply,web,India 
14752,958,2025-01-21 00:00:00,signup,,India
14753,958,2025-01-21 05:00:00,APPLY,web,India
14754,958,,JOB_VIEW,mobile,India 
14755,958,2025-01-23 04:00:00,logout,mobile,
14756,958,2025-01-23 15:00:00,job_view,Mobile ,US
14757,958,2025-01-25 02:00:00,LOGOUT, WEB,US
14758,958,2025-01-26 18:00:00,JOB_VIEW, WEB,US
14759,958,2025-01-27 00:00:00,login,, US
14760,958,2025-01-28 18:00:00,JOB_VIEW,mobile,India
14761,958,2025-01-28 20:00:00,logout,web, US
14762,958,2025-01-30 10:00:00,JOB_VIEW,, US
14763,958,2025-01-31 03:00:00,job_view,mobile,UK
14764,958,2025-02-01 14:00:00,apply, WEB,UK
14765,958,2025-02-02 09:00:00,login,Mobile ,UK
14766,959,2025-02-20 00:00:00,SIGNUP, WEB,UK
14767,959,2025-02-21 00:00:00,logout,,India 
14768,959,2025-02-22 22:00:00,LOGIN, WEB,UK
14769,959,2025-02-23 21:00:00,job_view,mobile,UK
14770,959,2025-02-24 20:00:00,logout, WEB,US
14771,959,2025-02-25 21:00:00,job_view,Mobile ,UK
14772,959,2025-02-26 22:00:00,apply,web,US
14773,959,2025-02-28 16:00:00,apply, WEB,
14774,959,2025-02-28 17:00:00,job_view,mobile, US
14775,959,2025-03-01 20:00:00,JOB_VIEW,Mobile ,India
14776,960,2025-02-17 00:00:00,signup,mobile,UK
14777,960,2025-02-17 11:00:00,login,mobile,UK
14778,960,2025-02-19 05:00:00,job_view,, US
14779,960,2025-02-20 18:00:00,job_view,web,India 
14780,960,2025-02-21 21:00:00,LOGIN, WEB, US
14781,960,2025-02-21 23:00:00,job_view,Mobile , US
14782,960,2025-02-23 20:00:00,job_view, WEB,UK
14783,960,2025-02-25 04:00:00,login,web,US
14784,960,2025-02-25 09:00:00,login,mobile,UK
14785,960,2025-02-26 06:00:00,job_view, WEB,US
14786,960,2025-02-27 07:00:00,job_view,Mobile ,UK
14787,960,2025-02-28 02:00:00,job_view,,India
14788,961,2025-01-03 00:00:00,signup,web,UK
14789,961,2025-01-03 18:00:00,LOGIN,mobile,India
14790,961,2025-01-05 11:00:00,job_view,,UK
14791,961,2025-01-05 16:00:00,APPLY,web,
14792,961,2025-01-07 14:00:00,login,web,
14793,961,2025-01-08 17:00:00,apply,web,India 
14794,961,2025-01-10 10:00:00,login,,
14795,961,,apply,Mobile ,India 
14796,962,2025-01-18 00:00:00,signup,web,India
14797,962,2025-01-18 03:00:00,job_view,Mobile ,
14798,962,2025-01-20 00:00:00,login,Mobile ,India
14799,962,2025-01-21 19:00:00,apply,web,India 
14800,962,2025-01-23 17:00:00,JOB_VIEW,, US
14801,962,2025-01-24 17:00:00,logout,,India
14802,962,2025-01-25 19:00:00,logout,Mobile ,UK
14803,962,2025-01-27 09:00:00,job_view,mobile,US
14804,962,2025-01-28 06:00:00,JOB_VIEW, WEB, US
14805,962,,apply,Mobile ,
14806,962,2025-01-30 10:00:00,apply,Mobile ,
14807,962,2025-01-30 14:00:00,logout,web, US
14808,963,2025-01-22 00:00:00,signup,web, US
14809,963,2025-01-23 22:00:00,LOGOUT,,UK
14810,963,2025-01-24 04:00:00,job_view,Mobile , US
14811,963,2025-01-25 06:00:00,job_view,Mobile ,US
14812,963,2025-01-27 02:00:00,job_view,,India 
14813,963,2025-01-28 05:00:00,LOGIN,,
14814,963,2025-01-29 19:00:00,JOB_VIEW,web,
14815,963,2025-01-30 18:00:00,JOB_VIEW,mobile,India
14816,963,2025-01-31 14:00:00,job_view,mobile, US
14817,963,2025-02-01 01:00:00,job_view,,UK
14818,963,,LOGIN,mobile,India
14819,963,2025-02-03 07:00:00,login,Mobile , US
14820,963,2025-02-03 19:00:00,job_view,mobile,
14821,964,2025-01-31 00:00:00,signup,mobile,India 
14822,964,2025-01-31 14:00:00,login,web,India
14823,964,,JOB_VIEW, WEB, US
14824,964,2025-02-03 11:00:00,apply, WEB, US
14825,964,2025-02-04 13:00:00,job_view,mobile,India 
14826,964,2025-02-06 04:00:00,login,Mobile ,India 
14827,965,2025-01-02 00:00:00,SIGNUP,Mobile ,UK
14828,965,,login, WEB,US
14829,965,2025-01-04 10:00:00,job_view,web,India
14830,965,2025-01-05 10:00:00,apply,web,UK
14831,965,2025-01-06 02:00:00,job_view,web,US
14832,965,2025-01-06 12:00:00,job_view, WEB,India 
14833,966,2025-02-27 00:00:00,SIGNUP,web,
14834,966,2025-02-28 14:00:00,apply,,
14835,966,2025-02-28 19:00:00,login, WEB,India
14836,966,2025-03-01 03:00:00,logout,, US
14837,966,2025-03-01 12:00:00,login,Mobile , US
14838,966,2025-03-02 18:00:00,logout,web,UK
14839,966,2025-03-03 21:00:00,JOB_VIEW, WEB, US
14840,966,2025-03-05 09:00:00,login,mobile,US
14841,966,2025-03-06 16:00:00,LOGOUT,,India
14842,966,2025-03-07 10:00:00,JOB_VIEW,mobile, US
14843,966,2025-03-09 05:00:00,LOGIN, WEB,UK
14844,966,2025-03-10 13:00:00,logout, WEB, US
14845,966,2025-03-12 07:00:00,login,web,
14846,966,2025-03-14 04:00:00,login,Mobile ,India
14847,966,2025-03-15 20:00:00,login,Mobile ,
14848,966,2025-03-17 00:00:00,apply, WEB,
14849,966,2025-03-18 12:00:00,login,mobile,UK
14850,966,2025-03-20 06:00:00,job_view,,India
14851,966,2025-03-22 04:00:00,login,mobile,UK
14852,966,2025-03-23 14:00:00,login,web,India
14853,966,2025-03-24 04:00:00,LOGIN, WEB,US
14854,966,2025-03-24 19:00:00,job_view,Mobile , US
14855,966,2025-03-25 00:00:00,apply,mobile,US
14856,967,,SIGNUP, WEB,India 
14857,967,,login,,UK
14858,967,2025-01-24 17:00:00,JOB_VIEW, WEB,UK
14859,967,2025-01-25 20:00:00,LOGIN, WEB,US
14860,967,2025-01-26 17:00:00,login,,UK
14861,967,2025-01-27 11:00:00,login,web,US
14862,967,2025-01-29 08:00:00,LOGIN,web, US
14863,967,2025-01-30 06:00:00,apply,web,UK
14864,967,2025-01-31 03:00:00,JOB_VIEW,Mobile , US
14865,967,2025-01-31 22:00:00,logout,mobile,India
14866,967,2025-02-01 01:00:00,job_view,mobile,India 
14867,967,2025-02-01 03:00:00,LOGIN,web,US
14868,967,2025-02-02 14:00:00,job_view,,US
14869,967,,login,mobile,India 
14870,967,2025-02-06 03:00:00,logout,web, US
14871,967,2025-02-07 11:00:00,logout,mobile,India
14872,967,2025-02-08 06:00:00,logout,web,India 
14873,968,2025-02-13 00:00:00,signup,mobile,US
14874,968,2025-02-14 22:00:00,LOGIN,mobile,
14875,968,2025-02-15 08:00:00,LOGIN,mobile,
14876,968,2025-02-17 02:00:00,login, WEB, US
14877,968,2025-02-18 00:00:00,job_view,Mobile ,UK
14878,968,2025-02-18 11:00:00,LOGIN,web,India 
14879,968,2025-02-18 16:00:00,login,Mobile ,India
14880,968,2025-02-20 01:00:00,apply,mobile,India
14881,968,2025-02-20 07:00:00,APPLY,mobile,UK
14882,968,2025-02-20 20:00:00,APPLY,web, US
14883,968,2025-02-21 13:00:00,login,,US
14884,968,2025-02-22 04:00:00,job_view,,India
14885,968,2025-02-22 06:00:00,apply,mobile,India
14886,968,2025-02-22 14:00:00,apply,web,US
14887,968,2025-02-23 14:00:00,login, WEB,UK
14888,968,2025-02-24 14:00:00,logout,web,UK
14889,969,2025-01-02 00:00:00,signup,,UK
14890,969,2025-01-03 18:00:00,job_view,web,
14891,969,2025-01-05 03:00:00,apply,,UK
14892,969,2025-01-07 00:00:00,LOGOUT,,India
14893,969,2025-01-08 05:00:00,JOB_VIEW, WEB,India 
14894,969,2025-01-08 08:00:00,APPLY,,
14895,969,2025-01-09 08:00:00,apply, WEB,US
14896,969,2025-01-09 19:00:00,job_view, WEB,India 
14897,970,2025-01-27 00:00:00,signup,mobile,US
14898,970,2025-01-28 14:00:00,apply, WEB,
14899,970,2025-01-30 05:00:00,job_view,, US
14900,970,2025-01-31 03:00:00,apply,web,
14901,970,2025-01-31 08:00:00,job_view, WEB,
14902,970,,job_view, WEB,
14903,970,2025-02-03 10:00:00,job_view,mobile,US
14904,970,,login,,UK
14905,971,2025-03-01 00:00:00,SIGNUP,,US
14906,971,2025-03-01 18:00:00,LOGIN,,India 
14907,971,2025-03-01 20:00:00,login,Mobile ,India
14908,971,2025-03-01 22:00:00,LOGIN,Mobile , US
14909,971,2025-03-03 09:00:00,job_view,mobile, US
14910,971,2025-03-03 22:00:00,LOGIN,web,UK
14911,971,2025-03-04 01:00:00,job_view,,India 
14912,971,2025-03-04 12:00:00,LOGIN,mobile,US
14913,971,2025-03-05 14:00:00,apply, WEB, US
14914,971,2025-03-07 08:00:00,apply,mobile,US
14915,971,2025-03-08 14:00:00,job_view, WEB,
14916,971,2025-03-10 05:00:00,LOGOUT,Mobile ,India
14917,971,2025-03-10 19:00:00,job_view,web,UK
14918,971,2025-03-12 16:00:00,job_view,mobile,UK
14919,971,2025-03-14 10:00:00,login,mobile,UK
14920,971,2025-03-15 02:00:00,job_view, WEB, US
14921,971,2025-03-15 16:00:00,job_view,mobile,UK
14922,971,2025-03-17 09:00:00,LOGOUT,mobile,India
14923,971,,job_view,web,India 
14924,971,2025-03-20 13:00:00,JOB_VIEW,web,India
14925,972,2025-02-06 00:00:00,signup,web, US
14926,972,2025-02-07 18:00:00,job_view,mobile,
14927,972,,LOGIN,mobile, US
14928,972,2025-02-09 19:00:00,login,Mobile ,India
14929,972,2025-02-10 21:00:00,APPLY,,India 
14930,972,2025-02-10 23:00:00,login,Mobile ,US
14931,972,2025-02-11 16:00:00,job_view,web,India
14932,972,2025-02-12 10:00:00,job_view,mobile,UK
14933,972,2025-02-13 05:00:00,job_view,,India 
14934,972,2025-02-14 10:00:00,JOB_VIEW, WEB,UK
14935,972,2025-02-15 17:00:00,login,mobile, US
14936,972,2025-02-17 05:00:00,login,mobile,UK
14937,973,2025-02-07 00:00:00,signup,Mobile ,India 
14938,973,2025-02-07 21:00:00,apply,Mobile ,UK
14939,973,,logout,,
14940,973,2025-02-10 03:00:00,job_view,mobile,US
14941,973,2025-02-10 07:00:00,job_view,,UK
14942,973,2025-02-11 11:00:00,login,,UK
14943,973,2025-02-12 20:00:00,job_view,, US
14944,973,2025-02-13 23:00:00,logout, WEB,
14945,973,2025-02-14 17:00:00,apply,Mobile , US
14946,973,2025-02-15 11:00:00,LOGIN,web,India 
14947,973,2025-02-15 15:00:00,job_view,,India 
14948,973,,LOGIN,,
14949,973,2025-02-16 15:00:00,apply,web, US
14950,973,2025-02-18 09:00:00,job_view, WEB,India
14951,973,2025-02-19 13:00:00,job_view,mobile,
14952,974,2025-01-03 00:00:00,signup,Mobile ,India
14953,974,2025-01-03 08:00:00,LOGIN, WEB, US
14954,974,2025-01-04 14:00:00,job_view, WEB,India 
14955,974,2025-01-06 02:00:00,login,web,
14956,974,2025-01-07 22:00:00,LOGIN,Mobile , US
14957,974,2025-01-08 10:00:00,login,Mobile ,US
14958,974,2025-01-09 12:00:00,APPLY,Mobile ,UK
14959,974,2025-01-11 07:00:00,login,, US
14960,974,2025-01-12 10:00:00,LOGIN,web,UK
14961,974,2025-01-12 15:00:00,job_view,mobile, US
14962,974,,LOGIN,,
14963,974,2025-01-14 20:00:00,login,,India
14964,974,2025-01-15 23:00:00,LOGIN,,India 
14965,974,2025-01-16 04:00:00,job_view,Mobile ,India
14966,974,2025-01-17 14:00:00,LOGIN,,US
14967,974,2025-01-18 11:00:00,apply,mobile,India
14968,974,2025-01-20 02:00:00,job_view,web,US
14969,974,2025-01-21 14:00:00,JOB_VIEW, WEB,UK
14970,974,2025-01-23 00:00:00,APPLY,,
14971,974,2025-01-23 04:00:00,JOB_VIEW,mobile, US
14972,974,2025-01-23 22:00:00,apply,Mobile ,US
14973,975,2025-02-04 00:00:00,SIGNUP, WEB,India 
14974,975,2025-02-04 23:00:00,apply,,UK
14975,975,2025-02-05 16:00:00,login,web, US
14976,975,,apply,mobile,
14977,975,2025-02-08 11:00:00,logout, WEB, US
14978,975,2025-02-09 05:00:00,JOB_VIEW,Mobile ,India
14979,975,2025-02-09 19:00:00,APPLY,web,US
14980,975,2025-02-11 12:00:00,apply, WEB,India
14981,975,2025-02-12 17:00:00,LOGOUT,web,India
14982,975,2025-02-13 19:00:00,JOB_VIEW,, US
14983,975,2025-02-13 20:00:00,JOB_VIEW,,US
14984,975,2025-02-14 08:00:00,logout,,India
14985,975,2025-02-16 06:00:00,job_view,web,UK
14986,976,2025-01-20 00:00:00,SIGNUP,mobile, US
14987,976,2025-01-20 01:00:00,LOGIN,Mobile ,India
14988,976,2025-01-20 20:00:00,LOGIN,Mobile , US
14989,976,2025-01-22 04:00:00,login,Mobile ,India 
14990,976,,JOB_VIEW, WEB,US
14991,976,2025-01-25 18:00:00,JOB_VIEW, WEB,India 
14992,976,2025-01-26 14:00:00,APPLY, WEB,India
14993,976,,login,Mobile ,UK
14994,976,2025-01-29 03:00:00,LOGIN,, US
14995,976,,login,web, US
14996,976,2025-01-31 08:00:00,JOB_VIEW,,US
14997,976,2025-02-02 06:00:00,job_view,Mobile , US
14998,976,2025-02-03 04:00:00,job_view,web,US
14999,976,2025-02-04 13:00:00,job_view,web, US
15000,976,2025-02-05 14:00:00,job_view,Mobile ,
15001,976,2025-02-06 07:00:00,APPLY, WEB,India 
15002,977,2025-02-19 00:00:00,signup,Mobile ,India 
15003,977,2025-02-20 16:00:00,job_view,Mobile ,
15004,977,,apply,mobile,India
15005,977,2025-02-21 23:00:00,login,web,India 
15006,977,2025-02-23 16:00:00,job_view, WEB,India
15007,977,2025-02-24 05:00:00,job_view,mobile,
15008,977,2025-02-24 20:00:00,APPLY,web,
15009,977,2025-02-25 08:00:00,LOGIN,,US
15010,977,2025-02-27 05:00:00,apply,mobile, US
15011,977,2025-03-01 04:00:00,APPLY,,India 
15012,977,2025-03-02 12:00:00,JOB_VIEW, WEB,India 
15013,977,2025-03-03 11:00:00,apply,Mobile , US
15014,977,2025-03-04 20:00:00,apply,,India
15015,977,2025-03-06 00:00:00,job_view, WEB, US
15016,977,2025-03-07 18:00:00,login, WEB,India
15017,977,2025-03-08 14:00:00,job_view,web,UK
15018,977,2025-03-10 10:00:00,apply,Mobile ,US
15019,977,2025-03-11 23:00:00,LOGIN,mobile,UK
15020,977,2025-03-12 00:00:00,apply, WEB,India
15021,977,2025-03-13 16:00:00,login,mobile,UK
15022,977,2025-03-14 13:00:00,logout,Mobile ,
15023,977,2025-03-15 17:00:00,job_view,,India
15024,977,2025-03-16 00:00:00,job_view,web,US
15025,977,2025-03-16 18:00:00,apply, WEB,India 
15026,978,2025-01-23 00:00:00,signup,,UK
15027,978,2025-01-24 19:00:00,login,mobile,India
15028,978,2025-01-26 00:00:00,JOB_VIEW,mobile,
15029,978,2025-01-26 22:00:00,login,, US
15030,978,2025-01-27 21:00:00,job_view,,India
15031,978,2025-01-29 10:00:00,LOGIN,web,UK
15032,978,2025-01-30 05:00:00,job_view,Mobile ,UK
15033,978,2025-02-01 01:00:00,logout,web,India 
15034,978,2025-02-02 22:00:00,job_view,mobile,
15035,978,2025-02-04 11:00:00,login, WEB, US
15036,978,2025-02-05 11:00:00,JOB_VIEW,web,UK
15037,978,2025-02-06 11:00:00,login,, US
15038,978,2025-02-07 11:00:00,apply,Mobile ,India
15039,978,2025-02-07 14:00:00,JOB_VIEW,mobile,US
15040,978,2025-02-08 08:00:00,job_view,mobile,UK
15041,978,2025-02-08 10:00:00,job_view, WEB,
15042,978,2025-02-09 16:00:00,login,Mobile ,India 
15043,978,2025-02-11 13:00:00,APPLY,,US
15044,979,2025-02-10 00:00:00,SIGNUP,Mobile ,India
15045,979,2025-02-11 18:00:00,JOB_VIEW,Mobile , US
15046,979,2025-02-13 01:00:00,JOB_VIEW,Mobile ,UK
15047,979,,job_view,web,US
15048,979,2025-02-16 00:00:00,JOB_VIEW,,India 
15049,979,2025-02-17 11:00:00,job_view, WEB,UK
15050,979,2025-02-19 10:00:00,job_view,,UK
15051,979,2025-02-20 09:00:00,apply,mobile,
15052,979,2025-02-20 23:00:00,apply, WEB,US
15053,979,2025-02-21 12:00:00,JOB_VIEW, WEB,US
15054,979,2025-02-23 01:00:00,job_view, WEB,India 
15055,979,2025-02-24 20:00:00,JOB_VIEW,,UK
15056,979,2025-02-26 06:00:00,job_view,mobile, US
15057,979,2025-02-27 23:00:00,JOB_VIEW,Mobile ,
15058,979,2025-02-28 07:00:00,job_view,web, US
15059,979,2025-03-01 16:00:00,LOGIN,,UK
15060,979,2025-03-03 07:00:00,job_view,web,India 
15061,979,2025-03-05 06:00:00,logout, WEB,India
15062,979,2025-03-06 20:00:00,apply, WEB,
15063,979,2025-03-07 18:00:00,apply,,India 
15064,980,2025-01-16 00:00:00,SIGNUP,web,UK
15065,980,2025-01-17 12:00:00,login,Mobile ,UK
15066,980,2025-01-18 06:00:00,login,web,UK
15067,980,2025-01-18 11:00:00,apply,web,India
15068,980,2025-01-19 07:00:00,login,Mobile ,
15069,980,2025-01-19 19:00:00,apply,Mobile , US
15070,980,2025-01-20 10:00:00,APPLY,web,India 
15071,980,2025-01-20 23:00:00,login,web,
15072,980,2025-01-21 20:00:00,job_view,mobile,UK
15073,980,2025-01-22 02:00:00,logout, WEB,India 
15074,980,2025-01-23 13:00:00,login, WEB,UK
15075,980,2025-01-25 01:00:00,job_view, WEB,India
15076,980,2025-01-25 04:00:00,job_view,mobile,India
15077,981,2025-01-23 00:00:00,signup, WEB,India
15078,981,2025-01-24 12:00:00,logout,, US
15079,981,2025-01-25 03:00:00,job_view,,India 
15080,981,2025-01-26 13:00:00,apply,,India 
15081,981,2025-01-27 08:00:00,login,mobile, US
15082,981,2025-01-28 06:00:00,login,mobile,India 
15083,981,2025-01-29 03:00:00,logout,,US
15084,981,2025-01-29 17:00:00,login,web,
15085,981,2025-01-30 11:00:00,job_view,Mobile ,India
15086,981,2025-01-30 21:00:00,LOGIN,mobile,US
15087,981,2025-02-01 06:00:00,LOGIN,Mobile ,India
15088,981,2025-02-01 08:00:00,login,Mobile ,US
15089,981,2025-02-02 07:00:00,JOB_VIEW, WEB,US
15090,981,2025-02-03 03:00:00,JOB_VIEW,mobile,US
15091,981,2025-02-04 22:00:00,apply,mobile,India 
15092,981,2025-02-06 00:00:00,job_view,mobile,
15093,981,2025-02-06 07:00:00,job_view,web,
15094,981,2025-02-06 19:00:00,apply,,
15095,981,2025-02-07 18:00:00,logout,mobile,India 
15096,981,2025-02-07 23:00:00,job_view, WEB,UK
15097,981,2025-02-09 10:00:00,job_view,,US
15098,981,2025-02-09 23:00:00,apply,Mobile ,US
15099,981,,job_view,,US
15100,981,2025-02-12 09:00:00,JOB_VIEW,,India 
15101,981,,login, WEB,India
15102,982,2025-02-08 00:00:00,signup,mobile,India 
15103,982,2025-02-08 12:00:00,JOB_VIEW, WEB, US
15104,982,2025-02-10 02:00:00,APPLY,web,India 
15105,982,2025-02-10 20:00:00,JOB_VIEW,mobile,US
15106,982,2025-02-11 11:00:00,logout, WEB,India
15107,982,2025-02-11 14:00:00,apply,mobile,UK
15108,982,2025-02-13 04:00:00,login,Mobile ,US
15109,982,2025-02-13 15:00:00,LOGIN,mobile,
15110,982,2025-02-15 08:00:00,APPLY,mobile,India 
15111,982,2025-02-16 14:00:00,apply, WEB,US
15112,983,2025-01-09 00:00:00,signup,mobile,UK
15113,983,2025-01-10 02:00:00,JOB_VIEW,,US
15114,983,2025-01-10 16:00:00,LOGOUT,mobile,US
